date,precipitation,max_temp,min_temp,temp_range,above_80F,above_90F,above_95F,above_98F,max_temp_f,max_temp_above_avg,min_temp_f,min_temp_above_avg,day_of_year,month,day_of_week,quarter,week_of_year,is_summer,is_winter,is_spring,is_fall,is_summer_vacation,precipitation_inches,is_rainy_day,is_dry_day,max_temp_ma_3,max_temp_ma_7,max_temp_ma_14,max_temp_ma_30,min_temp_ma_3,min_temp_ma_7,min_temp_ma_14,max_temp_ema_7,max_temp_ema_14,max_temp_lag_1,max_temp_lag_2,max_temp_lag_7,min_temp_lag_1,min_temp_lag_2,min_temp_lag_7,max_temp_diff_1,max_temp_diff_7,min_temp_diff_1,min_temp_diff_7,temp_mean,temp_range_ma_7,precipitation_ma_3,precipitation_ma_7,had_precipitation,heavy_precipitation,below_32F,below_20F,max_temp_volatility_7,max_temp_volatility_30,min_temp_volatility_7,max_temp_trend_7,max_temp_trend_14
2020-08-15,0.0,27.799999999999997,21.7,6.099999999999998,1,0,0,0,82.03999999999999,True,71.06,True,228,8,5,3,33,1,0,0,0,1,0.0,0,1,28.333333333333332,30.785714285714285,30.542857142857144,30.653333333333332,22.433333333333334,22.628571428571426,22.42142857142857,29.85281193436561,30.26067126004843,30.0,27.200000000000003,29.4,22.799999999999997,22.799999999999997,20.6,-2.200000000000003,-1.6000000000000014,-1.0999999999999979,1.0999999999999979,24.75,8.157142857142858,0.43333333333333335,5.414285714285714,0,0,0,0,2.5983511255079734,2.265854196124551,0.8199883855158824,-0.7678571428571429,-0.13054945054945166
2020-08-16,16.0,23.3,19.4,3.900000000000002,0,0,0,0,73.94,True,66.92,True,229,8,6,3,33,1,0,0,0,1,0.6299212598425197,1,0,27.03333333333333,29.67142857142857,29.785714285714285,30.19375,21.299999999999997,22.3,22.064285714285717,28.19802367700624,29.227962576518003,27.799999999999997,30.0,31.1,21.7,22.799999999999997,21.7,-4.4999999999999964,-7.800000000000001,-2.3000000000000007,-2.3000000000000007,21.35,7.371428571428572,5.333333333333333,7.700000000000001,1,1,0,0,3.8243580226901175,2.8585471251435854,1.462873883832778,-1.5250000000000012,-0.22681318681318752
2020-08-17,0.0,28.3,17.2,11.100000000000001,1,0,0,0,82.94,True,62.959999999999994,True,230,8,0,3,34,1,0,0,0,1,0.0,0,1,26.46666666666667,28.957142857142856,29.50714285714286,30.08235294117647,19.433333333333334,21.342857142857138,21.55,28.223710846844263,29.092325546646983,23.3,27.799999999999997,33.3,19.4,21.7,23.9,5.0,-4.9999999999999964,-2.1999999999999993,-6.699999999999999,22.75,7.614285714285715,5.333333333333333,7.700000000000001,0,0,0,0,3.485616704332792,2.805627223571772,2.231484664864139,-1.1535714285714287,-0.1896703296703301
2020-08-18,0.0,28.9,19.4,9.5,1,0,0,0,84.02,True,66.92,True,231,8,1,3,34,1,0,0,0,1,0.0,0,1,26.833333333333332,28.485714285714288,29.55,30.016666666666666,18.666666666666664,20.785714285714285,21.349999999999998,28.39374171990589,29.064570185943303,28.3,23.3,32.2,17.2,19.4,23.3,0.5999999999999979,-3.3000000000000043,2.1999999999999993,-3.900000000000002,24.15,7.700000000000001,5.333333333333333,7.700000000000001,0,0,0,0,3.18403756857472,2.736087803888652,2.146647441499245,-0.696428571428572,-0.2468131868131875
2020-08-19,0.3,27.200000000000003,21.1,6.100000000000001,1,0,0,0,80.96000000000001,True,69.98,True,232,8,2,3,34,1,0,0,0,1,0.011811023622047244,0,0,28.133333333333336,27.52857142857143,29.271428571428572,29.86842105263158,19.23333333333333,20.628571428571426,21.271428571428572,28.094039062401944,28.798408474508324,28.9,28.3,33.9,19.4,17.2,22.200000000000003,-1.6999999999999957,-6.699999999999996,1.7000000000000028,-1.1000000000000014,24.150000000000002,6.900000000000001,0.09999999999999999,2.5142857142857147,1,0,0,0,2.1116457134300717,2.736391100941152,2.0645534510835435,-0.060714285714286546,-0.2628571428571437
2020-08-20,0.0,27.799999999999997,17.8,9.999999999999996,1,0,0,0,82.03999999999999,True,64.04,True,233,8,3,3,34,1,0,0,0,1,0.0,0,1,27.96666666666667,27.614285714285717,29.235714285714288,29.764999999999997,19.433333333333334,19.914285714285715,21.035714285714285,28.02029544014614,28.657217822601112,27.200000000000003,28.9,27.200000000000003,21.1,19.4,22.799999999999997,0.5999999999999943,0.5999999999999943,-3.3000000000000007,-4.9999999999999964,22.799999999999997,7.700000000000001,0.09999999999999999,2.3285714285714287,0,0,0,0,2.1082603977596985,2.7032680027582967,2.0529885301096877,-0.07857142857142724,-0.3369230769230779
2020-08-21,0.0,29.4,20.0,9.399999999999999,1,0,0,0,84.91999999999999,True,68.0,True,234,8,4,3,34,1,0,0,0,1,0.0,0,1,28.133333333333336,27.52857142857143,29.27142857142857,29.74761904761905,19.633333333333336,19.514285714285712,20.992857142857144,28.366043911369463,28.76141672234723,27.799999999999997,27.200000000000003,30.0,17.8,21.1,22.799999999999997,1.6000000000000014,-0.6000000000000014,2.1999999999999993,-2.799999999999997,24.7,8.014285714285714,0.09999999999999999,2.3285714285714287,0,0,0,0,2.0047562492850832,2.636023339733364,1.6252472339396904,0.4535714285714287,-0.34329670329670425
2020-08-22,0.0,30.6,23.3,7.300000000000001,1,0,0,0,87.08000000000001,True,73.94,True,235,8,5,3,34,1,0,0,0,1,0.0,0,1,29.266666666666666,27.928571428571427,29.357142857142858,29.786363636363635,20.366666666666667,19.74285714285714,21.185714285714283,28.9255309502644,29.017556880708984,29.4,27.799999999999997,27.799999999999997,20.0,17.8,21.7,1.2000000000000028,2.8000000000000043,3.3000000000000007,1.6000000000000014,26.950000000000003,8.185714285714287,0.0,2.3285714285714287,0,0,0,0,2.3221500710292022,2.578906275101436,2.0427572403144687,0.8214285714285735,-0.3010989010989016
2020-08-23,2.799999999999999,28.9,22.799999999999997,6.100000000000001,1,0,0,0,84.02,True,73.03999999999999,True,236,8,6,3,34,1,0,0,0,1,0.11023622047244092,0,0,29.633333333333336,28.72857142857143,29.199999999999996,29.747826086956525,22.03333333333333,20.228571428571428,21.264285714285712,28.91913966208121,29.001276939134343,30.6,29.4,23.3,23.3,20.0,19.4,-1.7000000000000028,5.599999999999998,-0.5000000000000036,3.3999999999999986,25.849999999999998,8.5,0.933333333333333,0.44285714285714267,1,0,0,0,1.110126547912861,2.5263825315363793,2.3314618344966127,0.2642857142857165,-0.25670329670329745
2020-08-24,0.0,32.8,21.1,11.699999999999996,1,1,0,0,91.03999999999999,True,69.98,True,237,8,0,3,35,1,0,0,0,1,0.0,0,1,30.766666666666666,29.37142857142857,29.164285714285715,29.875,22.399999999999995,20.785714285714285,21.064285714285717,29.89032922970191,29.524649007737352,28.9,30.6,28.3,22.799999999999997,23.3,17.2,3.8999999999999986,4.4999999999999964,-1.6999999999999957,3.900000000000002,26.95,8.585714285714285,0.933333333333333,0.44285714285714267,0,0,0,0,1.8661138637234649,2.54818776183491,1.916097223897729,0.6392857142857142,-0.018681318681320638
2020-08-25,0.0,32.8,23.9,8.899999999999999,1,1,0,0,91.03999999999999,True,75.02,True,238,8,1,3,35,1,0,0,0,1,0.0,0,1,31.5,29.928571428571427,29.20714285714286,29.991999999999997,22.599999999999998,21.428571428571427,21.107142857142858,30.61829474796497,29.97391722208811,32.8,28.9,28.9,21.1,22.799999999999997,19.4,0.0,3.8999999999999986,2.799999999999997,4.5,28.349999999999998,8.499999999999998,0.933333333333333,0.44285714285714267,0,0,0,0,2.2455246496934547,2.5622125855075577,2.1179504917996264,0.9392857142857147,0.18527472527472474
2020-08-26,0.0,28.3,19.4,8.900000000000002,1,0,0,0,82.94,True,66.92,True,239,8,2,3,35,1,0,0,0,1,0.0,0,1,31.299999999999997,30.085714285714285,28.807142857142857,29.926923076923078,21.46666666666667,21.185714285714287,20.90714285714285,30.038393760452827,29.745188705949225,32.8,32.8,27.200000000000003,23.9,21.1,21.1,-4.4999999999999964,1.0999999999999979,-4.5,-1.7000000000000028,23.85,8.9,0.0,0.39999999999999986,0,0,0,0,2.052988530109671,2.5322808204948646,2.254941663272446,0.375,0.31406593406593303
2020-08-27,0.0,33.9,23.3,10.599999999999998,1,1,0,0,93.02,True,73.94,True,240,8,3,3,35,1,0,0,0,1,0.0,0,1,31.666666666666668,30.957142857142856,29.285714285714285,30.074074074074073,22.2,21.971428571428568,20.942857142857143,31.004204153379447,30.31104061479981,28.3,32.8,27.799999999999997,19.4,23.9,17.8,5.599999999999998,6.100000000000001,3.900000000000002,5.5,28.6,8.985714285714284,0.0,0.39999999999999986,0,0,0,0,2.209718792710306,2.5981639364089077,1.7885881636216872,0.45714285714285685,0.4065934065934062
2020-08-28,13.2,32.2,22.200000000000003,10.0,1,0,0,0,89.96000000000001,True,71.96000000000001,True,241,8,4,3,35,1,0,0,0,1,0.5196850393700787,1,0,31.46666666666667,31.357142857142858,29.442857142857143,30.150000000000002,21.633333333333336,22.285714285714285,20.900000000000002,31.303248055274683,30.567568384711787,33.9,28.3,29.4,23.3,19.4,20.0,-1.6999999999999957,2.8000000000000043,-1.0999999999999979,2.200000000000003,27.200000000000003,9.071428571428571,4.3999999999999995,2.2857142857142856,1,1,0,0,2.132961277080237,2.5810563441838776,1.5635734407957553,0.36785714285714444,0.5134065934065931
2020-08-29,3.0,27.200000000000003,22.200000000000003,5.0,1,0,0,0,80.96000000000001,True,71.96000000000001,True,242,8,5,3,35,1,0,0,0,1,0.11811023622047245,0,0,31.100000000000005,30.87142857142857,29.400000000000002,30.048275862068966,22.566666666666666,22.12857142857143,20.935714285714287,30.277191727744544,30.11136697447312,32.2,33.9,30.6,22.200000000000003,23.3,23.3,-5.0,-3.3999999999999986,0.0,-1.0999999999999979,24.700000000000003,8.742857142857142,5.3999999999999995,2.7142857142857144,1,0,0,0,2.6568868284229885,2.593070530919881,1.4985707476506611,-0.18571428571428406,0.39516483516483525
2020-08-30,0.0,26.7,18.3,8.399999999999999,1,0,0,0,80.06,True,64.94,True,243,8,6,3,35,1,0,0,0,1,0.0,0,1,28.7,30.557142857142853,29.642857142857142,29.936666666666667,20.900000000000002,21.485714285714288,20.857142857142858,29.382734061688836,29.650217111252353,27.200000000000003,32.2,28.9,22.200000000000003,22.200000000000003,22.799999999999997,-0.5000000000000036,-2.1999999999999993,-3.900000000000002,-4.4999999999999964,22.5,9.071428571428571,5.3999999999999995,2.3142857142857145,0,0,0,0,3.032522131195489,2.6202768126121017,2.0325915899237015,-0.9142857142857115,0.1169230769230768
2020-08-31,0.5,25.0,17.2,7.800000000000001,0,0,0,0,77.0,True,62.959999999999994,True,244,8,0,3,36,1,0,0,0,1,0.01968503937007874,0,0,26.299999999999997,29.442857142857143,29.407142857142862,29.696666666666665,19.233333333333334,20.928571428571427,20.857142857142858,28.286903774519264,29.022757965813085,26.7,27.200000000000003,32.8,18.3,22.200000000000003,21.1,-1.6999999999999993,-7.799999999999997,-1.1000000000000014,-3.900000000000002,21.1,8.514285714285714,1.1666666666666667,2.385714285714286,1,0,0,0,3.4722025396267497,2.733127970978878,2.6087763962659367,-1.1892857142857123,-0.06000000000000027
2020-09-01,0.0,27.200000000000003,18.9,8.300000000000004,1,0,0,0,80.96000000000001,True,66.02,True,245,9,1,3,36,0,0,0,1,1,0.0,0,1,26.299999999999997,28.642857142857146,29.285714285714285,29.473333333333333,18.13333333333333,20.214285714285715,20.821428571428573,28.015150532617103,28.777203487379644,25.0,26.7,32.8,17.2,18.3,23.9,2.200000000000003,-5.599999999999994,1.6999999999999993,-5.0,23.05,8.428571428571429,0.16666666666666666,2.385714285714286,0,0,0,0,3.2046097749217144,2.6503003516626147,2.329111827448808,-0.9499999999999973,-0.13978021978022065
2020-09-02,0.5,29.4,21.7,7.699999999999999,1,0,0,0,84.91999999999999,True,71.06,True,246,9,2,3,36,0,0,0,1,1,0.01968503937007874,0,0,27.2,28.800000000000004,29.442857142857143,29.380000000000003,19.266666666666666,20.542857142857144,20.86428571428571,28.36138898483213,28.86098824166779,27.200000000000003,25.0,28.3,18.9,17.2,19.4,2.1999999999999957,1.0999999999999979,2.8000000000000007,2.3000000000000007,25.549999999999997,8.257142857142856,0.3333333333333333,2.4571428571428577,1,0,0,0,3.211956828269436,2.599787789748257,2.3571572871131212,-0.9178571428571434,-0.205274725274725
2020-09-03,1.7999999999999998,30.6,22.799999999999997,7.800000000000004,1,0,0,0,87.08000000000001,True,73.03999999999999,True,247,9,3,3,36,0,0,0,1,1,0.07086614173228346,0,0,29.066666666666663,28.32857142857143,29.642857142857142,29.456666666666663,21.13333333333333,20.47142857142857,21.221428571428568,28.921073363304163,29.094657722672462,29.4,27.200000000000003,33.9,21.7,18.9,23.3,1.2000000000000028,-3.299999999999997,1.0999999999999979,-0.5000000000000036,26.7,7.8571428571428585,0.7666666666666666,2.7142857142857144,1,0,0,0,2.5024749653854585,2.600753648508423,2.2654758776868413,0.003571428571428883,-0.22637362637362698
2020-09-04,0.0,31.1,21.7,9.400000000000002,1,0,0,0,87.98,True,71.06,True,248,9,4,3,36,0,0,0,1,1,0.0,0,1,30.366666666666664,28.171428571428574,29.764285714285716,29.456666666666663,22.066666666666666,20.400000000000002,21.342857142857138,29.465828108294687,29.363834990916022,30.6,29.4,32.2,22.799999999999997,21.7,22.200000000000003,0.5,-1.1000000000000014,-1.0999999999999979,-0.5000000000000036,26.4,7.771428571428572,0.7666666666666666,0.8285714285714285,0,0,0,0,2.239579042077838,2.600753648508423,2.209072203437455,0.8535714285714286,-0.19274725274725285
2020-09-05,0.0,27.200000000000003,17.8,9.400000000000002,1,0,0,0,80.96000000000001,True,64.04,True,249,9,5,3,36,0,0,0,1,1,0.0,0,1,29.633333333333336,28.171428571428574,29.521428571428572,29.42,20.766666666666666,19.771428571428572,20.95,28.899353076505875,29.073643462248963,31.1,30.6,27.200000000000003,21.7,22.799999999999997,22.200000000000003,-3.8999999999999986,0.0,-3.8999999999999986,-4.400000000000002,22.5,8.400000000000002,0.6,0.39999999999999997,0,0,0,0,2.239579042077838,2.6252618916976624,2.237345365765934,0.6107142857142854,-0.23846153846153958
2020-09-06,0.0,28.9,16.7,12.2,1,0,0,0,84.02,True,62.059999999999995,True,250,9,6,3,36,0,0,0,1,1,0.0,0,1,29.066666666666663,28.485714285714288,29.521428571428572,29.42,18.733333333333334,19.54285714285714,20.514285714285712,28.899514811234813,29.050374236503128,27.200000000000003,31.1,26.7,17.8,21.7,18.3,1.6999999999999957,2.1999999999999993,-1.1000000000000014,-1.6000000000000014,22.799999999999997,8.942857142857145,0.0,0.39999999999999997,0,0,0,0,2.151300824639649,2.6252618916976624,2.481167160066104,0.4785714285714294,-0.27670329670329796
2020-09-07,0.0,28.3,16.1,12.2,1,0,0,0,82.94,True,60.980000000000004,True,251,9,0,3,37,0,0,0,1,1,0.0,0,1,28.133333333333336,28.95714285714286,29.2,29.383333333333333,16.866666666666664,19.385714285714283,20.157142857142855,28.749633428790755,28.949887330675125,28.9,27.200000000000003,25.0,16.7,17.8,17.2,-0.5999999999999979,3.3000000000000007,-0.5999999999999979,-1.0999999999999979,22.200000000000003,9.571428571428573,0.0,0.32857142857142857,0,0,0,0,1.5328156475988228,2.6332205708433603,2.6810623338697774,-0.0392857142857125,-0.20351648351648385
2020-09-08,0.0,30.6,18.3,12.3,1,0,0,0,87.08000000000001,True,64.94,True,252,9,1,3,37,0,0,0,1,1,0.0,0,1,29.266666666666666,29.442857142857143,29.042857142857144,29.366666666666667,17.033333333333335,19.3,19.75714285714286,29.212231274465907,29.17073473766891,28.3,28.9,27.200000000000003,16.1,16.7,18.9,2.3000000000000007,3.3999999999999986,2.1999999999999993,-0.5999999999999979,24.450000000000003,10.142857142857142,0.0,0.32857142857142857,0,0,0,0,1.41757673849559,2.623545026437914,2.708628189077764,-0.11428571428571309,-0.044835164835164414
2020-09-09,12.2,27.200000000000003,21.1,6.100000000000001,1,0,0,0,80.96000000000001,True,69.98,True,253,9,2,3,37,0,0,0,1,1,0.48031496062992124,1,0,28.7,29.12857142857143,28.964285714285715,29.163333333333334,18.500000000000004,19.214285714285715,19.87857142857143,28.70916839675476,28.907108970293873,30.6,28.3,29.4,18.3,16.1,21.7,-3.3999999999999986,-2.1999999999999957,2.8000000000000007,-0.5999999999999979,24.150000000000002,9.914285714285715,4.066666666666666,2.0,1,1,0,0,1.6529915161249138,2.5433460628475806,2.6283255578590836,-0.3607142857142852,-0.12197802197802307
2020-09-10,23.9,28.9,22.799999999999997,6.100000000000001,1,0,0,0,84.02,True,73.03999999999999,True,254,9,3,3,37,0,0,0,1,1,0.9409448818897638,1,0,28.899999999999995,28.885714285714283,28.607142857142858,29.053333333333335,20.733333333333334,19.214285714285715,19.842857142857145,28.756876657402707,28.906158416595574,27.200000000000003,30.6,30.6,21.1,18.3,22.799999999999997,1.6999999999999957,-1.7000000000000028,1.6999999999999957,0.0,25.849999999999998,9.671428571428573,12.033333333333331,5.157142857142857,1,1,0,0,1.5203383082158275,2.478004388036153,2.6283255578590836,-0.1749999999999989,0.03890109890109806
2020-09-11,0.0,26.1,20.6,5.5,0,0,0,0,78.98,True,69.08,True,255,9,4,3,37,0,0,0,1,1,0.0,0,1,27.399999999999995,28.171428571428574,28.171428571428574,28.793333333333337,21.5,19.057142857142857,19.728571428571428,28.09265373565644,28.531083711331107,28.9,27.200000000000003,31.1,22.799999999999997,21.1,21.7,-2.799999999999997,-5.0,-2.1999999999999957,-1.0999999999999979,23.35,9.114285714285714,12.033333333333331,5.157142857142857,0,0,0,0,1.4806690894257761,2.3582479372053577,2.483852614291725,-0.15714285714285597,0.08571428571428476
2020-09-12,0.0,24.4,16.1,8.299999999999997,0,0,0,0,75.92,True,60.980000000000004,True,256,9,5,3,37,0,0,0,1,1,0.0,0,1,26.466666666666665,27.77142857142857,27.97142857142857,28.7,19.833333333333332,18.814285714285713,19.29285714285714,27.16948638509234,27.979098822541015,26.1,28.9,27.200000000000003,20.6,22.799999999999997,17.8,-1.7000000000000028,-2.8000000000000043,-4.5,-1.6999999999999993,20.25,8.957142857142857,7.966666666666666,5.157142857142857,0,0,0,0,2.0540320394403864,2.4759533169238472,2.7008816902563395,-0.7000000000000008,-0.054065934065935406
2020-09-13,0.0,26.7,15.600000000000001,11.099999999999998,1,0,0,0,80.06,True,60.08,True,257,9,6,3,37,0,0,0,1,1,0.0,0,1,25.73333333333333,27.45714285714286,27.971428571428568,28.59,17.433333333333334,18.657142857142862,19.099999999999998,27.052114415345592,27.80823743943482,24.4,26.1,28.9,16.1,20.6,16.7,2.3000000000000007,-2.1999999999999993,-0.5,-1.0999999999999979,21.15,8.799999999999999,0.0,5.157142857142857,0,0,0,0,2.0206081121427686,2.4894743940480053,2.871037642187434,-0.653571428571426,-0.1323076923076923
2020-09-14,0.0,24.4,15.0,9.399999999999999,0,0,0,0,75.92,True,59.0,True,258,9,0,3,38,0,0,0,1,1,0.0,0,1,25.16666666666666,26.900000000000002,27.928571428571427,28.47666666666667,15.566666666666668,18.5,18.942857142857143,26.389084229204364,27.353078826792068,26.7,24.4,28.3,15.600000000000001,16.1,16.1,-2.3000000000000007,-3.900000000000002,-0.6000000000000014,-1.1000000000000014,19.7,8.4,0.0,5.157142857142857,0,0,0,0,2.2715633383201173,2.601549052250286,3.058321979997099,-0.8607142857142857,-0.33230769230769336
